,ECe Solar ITA,ECe Wind ITA,ECo Solar ITA,ECo Wind ITA,GFSe Solar ITA,GFSe Wind ITA,GFSo Solar ITA,GFSo Wind ITA,Solar CALA,Solar CNOR,Solar CSUD,Solar NORD,Solar SARD,Solar SICI,Solar SUD,Wind CALA,Wind CNOR,Wind CSUD,Wind ITA,Wind NORD,Wind SARD,Wind SICI,Wind SUD
2023-01-01 00:00:00,0.0,217.237578431373,0.0,414.4651,0.0,584.136977419355,0.0,528.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.432,47.835,636.772,3127.238,21.371,277.507,586.296,1231.026
2023-01-01 01:00:00,0.0,258.942117647059,0.0,434.8042,0.0,644.132658064516,0.0,533.8854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.432,47.843,639.569,3135.806,21.972,277.756,583.534,1236.701
2023-01-01 02:00:00,0.0,232.645384313725,0.0,416.6655,0.0,644.112583870968,0.0,563.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.285,47.68,639.625,3126.708,22.327,275.132,575.989,1238.67
2023-01-01 03:00:00,0.0,223.225456862745,0.0,413.591,0.0,647.808970967742,0.0,595.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.28,47.387,637.829,3106.304,22.324,270.57,564.864,1239.051
2023-01-01 04:00:00,0.0,224.787717647059,0.0,418.7922,0.0,652.151480645161,0.0,628.3012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.101,46.981,634.811,3078.065,21.967,265.01,551.844,1237.351
2023-01-01 05:00:00,0.0,227.117229411765,0.0,433.4189,0.0,655.631961290323,0.0,639.9891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.881,46.479,631.77,3048.117,21.35,259.766,539.429,1233.442
2023-01-01 06:00:00,0.0,242.085778431372,0.0,478.6385,0.0,658.72814516129,0.0,655.9227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.89,45.895,630.13,3023.694,20.63,256.188,530.332,1227.631
2023-01-01 07:00:00,116.0,270.33901372549,127.0,556.5532,127.0,663.824103225806,128.0,673.2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.19,45.245,631.116,3011.255,19.982,255.297,526.793,1220.632
2023-01-01 08:00:00,1300.0,275.495762745098,1313.0,513.9024,1461.0,634.645941935484,1440.0,536.6786,27.0,80.0,151.0,243.0,40.0,87.0,186.0,314.331,44.556,635.372,3015.05,19.561,257.517,529.992,1213.72
2023-01-01 09:00:00,2816.0,302.036217647059,2777.0,497.1634,3219.0,619.577516129032,3124.0,455.3279,77.0,229.0,432.0,695.0,115.0,249.0,532.0,319.18,43.866,642.724,3034.852,19.454,262.539,539.72,1207.369
2023-01-01 10:00:00,4255.0,346.908770588235,4257.0,500.4124,4513.0,618.737303225806,4449.0,417.1205,124.0,369.0,695.0,1118.0,184.0,401.0,856.0,325.924,43.222,652.167,3067.521,19.662,269.393,554.385,1202.768
2023-01-01 11:00:00,4897.0,336.267166666667,4915.0,442.8101,5187.0,630.891158064516,5103.0,445.0283,155.0,461.0,870.0,1399.0,231.0,502.0,1070.0,333.259,42.681,662.061,3106.632,20.102,276.676,571.376,1200.478
2023-01-01 12:00:00,5033.0,336.7075,5038.0,404.2287,5283.0,654.69094516129,5226.0,496.8912,165.0,488.0,921.0,1482.0,244.0,532.0,1133.0,339.699,42.3,670.517,3144.325,20.63,282.9,587.667,1200.611
2023-01-01 13:00:00,4579.0,347.076819607843,4611.0,387.1883,4764.0,689.337580645161,4690.0,585.113,150.0,446.0,842.0,1354.0,223.0,486.0,1035.0,343.949,42.126,675.844,3173.236,21.083,286.862,600.53,1202.842
2023-01-01 14:00:00,3558.0,348.112580392157,3587.0,394.1737,3697.0,659.127206451613,3642.0,627.2188,115.0,342.0,644.0,1036.0,171.0,372.0,793.0,345.216,42.191,676.97,3188.285,21.321,287.931,608.146,1206.509
2023-01-01 15:00:00,1979.0,367.071380392157,2001.0,433.2451,2072.0,631.192096774194,2039.0,707.2123,66.0,196.0,369.0,594.0,98.0,213.0,454.0,343.403,42.5,673.699,3187.851,21.268,286.19,609.991,1210.8
2023-01-01 16:00:00,317.0,417.946578431372,338.0,529.1041,392.0,609.260670967742,298.0,815.3733,18.0,53.0,99.0,159.0,26.0,57.0,122.0,339.113,43.029,667.057,3174.341,20.934,282.386,606.865,1214.956
2023-01-01 17:00:00,0.0,415.75182745098,0.0,611.7303,0.0,599.859680645161,0.0,730.8595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.486,43.731,657.915,3152.3,20.411,277.715,600.594,1218.447
2023-01-01 18:00:00,0.0,463.545054901961,0.0,760.2704,0.0,609.662209677419,0.0,658.5466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.888,44.537,648.413,3128.723,19.847,273.486,593.474,1221.079
2023-01-01 19:00:00,0.0,553.874419607843,0.0,960.1451,0.0,642.773035483871,0.0,626.7985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.56,45.372,640.31,3110.014,19.411,270.766,587.608,1222.988
2023-01-01 20:00:00,0.0,552.803478431372,0.0,941.2439,0.0,685.25860967742,0.0,641.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.297,46.158,634.871,3100.836,19.239,270.101,584.614,1224.555
2023-01-01 21:00:00,0.0,566.13728627451,0.0,933.9312,0.0,729.031025806452,0.0,682.7851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.268,46.834,632.584,3101.872,19.403,271.382,584.167,1226.234
2023-01-01 22:00:00,0.0,591.533074509804,0.0,937.0015,0.0,772.477006451613,0.0,745.8885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.992,47.354,633.098,3111.248,19.885,273.892,585.649,1228.379
2023-01-01 23:00:00,0.0,599.989409803922,0.0,990.1894,0.0,816.641570967742,0.0,817.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.505,47.695,635.383,3124.125,20.585,276.524,587.344,1231.089
2023-01-02 00:00:00,0.0,473.534931372549,0.0,733.0543,0.0,799.104719354839,0.0,889.8903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.653,47.854,638.067,3134.43,21.341,278.108,587.27,1234.136
2023-01-02 01:00:00,0.0,521.712209803922,0.0,829.6465,0.0,848.666132258065,0.0,915.8829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.637,47.862,640.76,3142.697,21.941,278.319,584.467,1239.711
2023-01-02 02:00:00,0.0,529.07502745098,0.0,824.1529,0.0,900.685309677419,0.0,927.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.512,47.701,640.739,3133.495,22.296,275.664,576.962,1241.62
2023-01-02 03:00:00,0.0,544.838494117647,0.0,823.8549,0.0,956.518580645161,0.0,940.9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.528,47.404,638.853,3112.853,22.292,271.051,565.868,1241.857
2023-01-02 04:00:00,0.0,571.534049019608,0.0,831.907,0.0,1018.397309677419,0.0,960.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.363,46.989,635.749,3084.268,21.933,265.432,552.847,1239.954
2023-01-02 05:00:00,0.0,607.311376470588,0.0,912.5268,0.0,1087.775009677419,0.0,995.9818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.142,46.473,632.648,3053.946,21.313,260.138,540.395,1235.836
2023-01-02 06:00:00,0.0,665.587323529412,0.0,1025.0766,0.0,1164.624235483871,0.0,1050.2741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.135,45.873,630.998,3029.244,20.589,256.533,531.235,1229.881
2023-01-02 07:00:00,104.0,748.679574509804,114.0,1165.064,125.0,1246.892180645161,129.0,1123.1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.407,45.211,632.036,3016.744,19.939,255.653,527.631,1222.866
2023-01-02 08:00:00,1110.0,780.08952745098,1167.0,1105.9907,1464.0,1230.660167741935,1473.0,1070.2086,27.0,80.0,151.0,244.0,40.0,87.0,186.0,315.516,44.516,636.411,3020.5,19.517,257.924,530.798,1215.818
2023-01-02 09:00:00,2370.0,815.288111764706,2480.0,1063.458,3228.0,1237.497132258065,3222.0,1057.7687,77.0,229.0,433.0,697.0,115.0,250.0,532.0,320.336,43.828,643.939,3041.184,19.411,263.033,540.552,1210.085
2023-01-02 10:00:00,3622.0,848.058476470588,3789.0,1028.3225,4517.0,1267.564761290322,4520.0,1076.1139,125.0,370.0,697.0,1123.0,185.0,402.0,857.0,327.066,43.196,653.591,3074.739,19.623,269.996,555.321,1205.947
2023-01-02 11:00:00,4165.0,822.783590196078,4356.0,947.1134,5204.0,1320.671212903226,5218.0,1111.7646,156.0,462.0,872.0,1406.0,231.0,503.0,1073.0,334.404,42.675,663.697,3114.909,20.07,277.388,572.492,1204.184
2023-01-02 12:00:00,4267.0,851.28017254902,4482.0,951.7253,5307.0,1397.145516129033,5323.0,1174.6807,165.0,490.0,925.0,1491.0,245.0,534.0,1137.0,340.868,42.317,672.334,3153.668,20.607,283.705,589.019,1204.818
2023-01-02 13:00:00,4011.0,922.908678431372,4265.0,1026.6495,4708.0,1497.155690322581,4706.0,1272.632,151.0,449.0,846.0,1364.0,224.0,488.0,1041.0,345.158,42.168,677.786,3183.473,21.068,287.723,602.135,1207.434
2023-01-02 14:00:00,3122.0,873.573315686275,3319.0,955.3528,3662.0,1427.62549032258,3667.0,1216.8012,116.0,344.0,649.0,1047.0,172.0,375.0,799.0,346.473,42.253,678.965,3199.094,21.313,288.804,609.98,1211.305
2023-01-02 15:00:00,1746.0,825.180349019608,1857.0,900.0393,2065.0,1359.862693548387,2069.0,1184.3545,67.0,198.0,374.0,603.0,99.0,216.0,460.0,344.704,42.573,675.675,3198.824,21.265,287.032,611.985,1215.59
2023-01-02 16:00:00,319.0,786.933096078431,334.0,872.0941,414.0,1295.648674193548,328.0,1167.8607,18.0,54.0,103.0,165.0,27.0,59.0,126.0,340.448,43.105,668.656,3184.772,20.933,283.165,608.921,1219.544
2023-01-02 17:00:00,0.0,733.464480392157,0.0,915.4381,0.0,1237.403170967742,0.0,1097.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.835,43.801,659.398,3162.154,20.408,278.414,602.604,1222.694
2023-01-02 18:00:00,0.0,736.932870588235,0.0,1019.3528,0.0,1187.15434516129,0.0,1059.1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.231,44.594,649.768,3137.801,19.84,274.107,595.339,1224.922
2023-01-02 19:00:00,0.0,800.767056862745,0.0,1180.1602,0.0,1146.078438709677,0.0,1059.1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.877,45.413,641.548,3118.273,19.398,271.327,589.263,1226.449
2023-01-02 20:00:00,0.0,828.613688235294,0.0,1192.4598,0.0,1146.312429032258,0.0,1095.4877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.577,46.185,636.015,3108.1,19.22,270.63,585.756,1227.718
2023-01-02 21:00:00,0.0,864.579898039215,0.0,1197.9416,0.0,1152.528638709677,0.0,1134.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.509,46.85,633.945,3108.899,19.378,271.906,585.091,1229.221
2023-01-02 22:00:00,0.0,902.17267254902,0.0,1197.1711,0.0,1159.854058064516,0.0,1168.2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.201,47.365,634.417,3117.983,19.857,274.429,586.407,1231.307
2023-01-02 23:00:00,0.0,850.541935294118,0.0,1121.4801,0.0,1163.178732258064,0.0,1103.2142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.697,47.707,636.67,3130.754,20.555,277.082,588.005,1234.039
2023-01-03 00:00:00,0.0,658.654435294118,0.0,809.8105,0.0,1007.810096774193,0.0,960.6977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.844,47.87,639.315,3141.054,21.31,278.678,587.903,1237.134
2023-01-03 01:00:00,0.0,664.235417647059,0.0,804.8007,0.0,1000.494777419355,0.0,929.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.81,47.879,641.905,3149.034,21.909,278.855,585.064,1242.613
2023-01-03 02:00:00,0.0,629.769370588235,0.0,767.2632,0.0,957.709990322581,0.0,891.6127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.706,47.719,641.808,3139.744,22.264,276.173,577.608,1244.466
2023-01-03 03:00:00,0.0,604.937392156863,0.0,737.9048,0.0,923.522438709678,0.0,863.1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.743,47.419,639.832,3118.879,22.259,271.512,566.553,1244.562
2023-01-03 04:00:00,0.0,595.050698039215,0.0,721.3389,0.0,903.696858064516,0.0,846.4348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.589,46.995,636.639,3089.953,21.898,265.837,553.541,1242.454
2023-01-03 05:00:00,0.0,542.968235294118,0.0,635.4495,0.0,899.505390322581,0.0,807.0727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.366,46.466,633.475,3059.258,21.276,260.493,541.059,1238.123
2023-01-03 06:00:00,0.0,507.6961,0.0,567.3419,0.0,907.342990322581,0.0,779.3022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.342,45.851,631.808,3034.268,20.549,256.861,531.84,1232.016
2023-01-03 07:00:00,92.0,486.397568627451,107.0,514.9457,122.0,920.164680645161,125.0,759.6101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.586,45.176,632.895,3021.696,19.896,255.991,528.174,1224.978
2023-01-03 08:00:00,954.0,472.867337254902,1078.0,508.5024,1254.0,927.347403225806,1274.0,688.2928,27.0,80.0,151.0,245.0,40.0,87.0,186.0,316.663,44.475,637.386,3025.691,19.472,258.311,531.305,1218.079
2023-01-03 09:00:00,2038.0,467.280601960784,2285.0,510.8143,2705.0,935.598077419355,2688.0,658.9296,77.0,230.0,433.0,700.0,115.0,250.0,533.0,321.457,43.789,645.089,3046.672,19.367,263.506,541.081,1212.383
2023-01-03 10:00:00,3240.0,469.122666666667,3617.0,519.8987,3760.0,940.7555,3632.0,659.9467,125.0,371.0,699.0,1129.0,185.0,403.0,859.0,328.409,43.169,654.952,3082.152,19.584,270.823,556.211,1209.004
2023-01-03 11:00:00,3723.0,467.01378627451,4157.0,542.7567,4308.0,942.808129032258,4141.0,716.2134,156.0,464.0,875.0,1414.0,232.0,505.0,1076.0,335.758,42.667,665.275,3123.413,20.037,278.333,573.563,1207.779
2023-01-03 12:00:00,3814.0,482.810974509804,4267.0,589.6427,4386.0,946.819061290323,4207.0,786.83,166.0,493.0,929.0,1501.0,246.0,536.0,1142.0,342.252,42.335,674.101,3163.274,20.582,284.748,590.327,1208.93
2023-01-03 13:00:00,3661.0,518.805137254902,3970.0,666.5222,3816.0,961.569129032258,3748.0,877.3399,152.0,451.0,851.0,1375.0,225.0,491.0,1046.0,346.586,42.21,679.686,3194.008,21.052,288.828,603.698,1211.948
2023-01-03 14:00:00,2862.0,485.337998039216,3101.0,626.631,2967.0,855.601212903226,2917.0,738.548,117.0,347.0,655.0,1058.0,173.0,378.0,805.0,347.95,42.314,680.925,3210.227,21.304,289.925,611.771,1216.037
2023-01-03 15:00:00,1616.0,468.703098039216,1749.0,597.0389,1678.0,777.881006451613,1647.0,631.0344,68.0,201.0,379.0,613.0,101.0,219.0,467.0,346.226,42.647,677.619,3210.134,21.261,288.121,613.934,1220.325
2023-01-03 16:00:00,291.0,473.233094117647,299.0,581.4615,347.0,718.276058064516,295.0,550.0227,19.0,56.0,106.0,172.0,28.0,61.0,131.0,342.0,43.181,670.521,3195.831,20.931,284.187,610.929,1224.082
2023-01-03 17:00:00,1.0,374.981370588235,1.0,438.2294,1.0,666.134512903226,1.0,460.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.397,43.869,661.144,3172.613,20.405,279.351,604.561,1226.887
2023-01-03 18:00:00,0.0,327.307974509804,0.0,354.6305,0.0,614.870083870968,0.0,400.7777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.78,44.649,651.378,3147.448,19.833,274.959,597.147,1228.702
2023-01-03 19:00:00,0.0,314.208968627451,0.0,310.9736,0.0,563.971119354839,0.0,361.8377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.396,45.451,643.031,3127.064,19.385,272.113,590.856,1229.831
2023-01-03 20:00:00,0.0,321.677558823529,0.0,320.1454,0.0,615.053287096774,0.0,402.7019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.058,46.208,637.398,3116.142,19.201,271.379,587.11,1230.788
2023-01-03 21:00:00,0.0,335.849266666667,0.0,339.6013,0.0,673.61754516129,0.0,458.5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.95,46.862,634.977,3116.119,19.353,272.648,586.227,1232.102
2023-01-03 22:00:00,0.0,354.960478431372,0.0,365.7361,0.0,739.335606451613,0.0,529.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.612,47.372,635.404,3124.901,19.828,275.186,587.377,1234.122
2023-01-03 23:00:00,0.0,370.271725490196,0.0,360.1604,0.0,812.610019354839,0.0,603.1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.093,47.714,637.624,3137.57,20.524,277.861,588.882,1236.873
2023-01-04 00:00:00,0.0,314.895841176471,0.0,327.5317,0.0,805.36104516129,0.0,655.2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.241,47.881,640.23,3147.874,21.278,279.473,588.754,1240.017
2023-01-04 01:00:00,0.0,349.46178627451,0.0,385.2125,0.0,924.599658064516,0.0,740.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.189,47.892,642.718,3155.578,21.876,279.618,585.882,1245.404
2023-01-04 02:00:00,0.0,359.391519607843,0.0,382.8133,0.0,961.603867741936,0.0,797.2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.105,47.734,642.832,3146.493,22.231,276.909,578.475,1247.207
2023-01-04 03:00:00,0.0,380.156347058823,0.0,394.0009,0.0,1005.608448387097,0.0,859.4638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.158,47.431,640.764,3125.401,22.225,272.2,567.458,1247.163
2023-01-04 04:00:00,0.0,414.681184313726,0.0,420.8101,0.0,1056.400316129032,0.0,926.6084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.012,46.999,637.481,3096.124,21.863,266.466,554.452,1244.851
2023-01-04 05:00:00,0.0,411.949456862745,0.0,424.8094,0.0,1110.340948387097,0.0,916.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.783,46.457,634.25,3065.033,21.238,261.069,541.935,1240.302
2023-01-04 06:00:00,0.0,426.805490196078,0.0,447.197,0.0,1160.736958064516,0.0,902.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.739,45.827,632.563,3039.734,20.507,257.408,532.654,1234.036
2023-01-04 07:00:00,106.0,455.357174509804,110.0,489.8595,116.0,1199.829629032258,111.0,883.8876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.954,45.14,633.693,3027.074,19.852,256.545,528.924,1226.967
2023-01-04 08:00:00,1201.0,467.475660784314,1307.0,501.7122,1328.0,1226.793654838709,1157.0,863.4902,27.0,80.0,152.0,246.0,40.0,87.0,186.0,318.0,44.433,638.297,3031.304,19.427,258.915,532.02,1220.211
2023-01-04 09:00:00,2644.0,496.171596078431,2934.0,573.5874,2967.0,1251.916932258064,2526.0,868.3415,78.0,230.0,434.0,704.0,115.0,250.0,534.0,322.772,43.749,646.175,3052.882,19.324,264.199,541.822,1214.84
2023-01-04 10:00:00,4202.0,543.842356862745,4475.0,686.0917,4184.0,1281.175612903226,4061.0,898.833,125.0,372.0,700.0,1135.0,185.0,404.0,861.0,329.482,43.141,656.251,3088.239,19.544,271.382,556.792,1211.646
2023-01-04 11:00:00,4872.0,585.798231372549,5237.0,701.2057,4856.0,1324.549493548388,4698.0,1040.561,157.0,466.0,878.0,1423.0,232.0,506.0,1079.0,336.839,42.659,666.796,3130.878,20.004,279.003,574.317,1211.261
2023-01-04 12:00:00,5015.0,650.228252941176,5403.0,741.445,4978.0,1393.423529032258,4839.0,1232.9726,167.0,495.0,933.0,1512.0,247.0,538.0,1147.0,343.361,42.351,675.817,3171.849,20.557,285.511,591.309,1212.943
2023-01-04 13:00:00,4754.0,745.097154901961,5099.0,813.2536,4741.0,1497.566522580645,4850.0,1468.3401,153.0,454.0,856.0,1387.0,227.0,493.0,1052.0,347.738,42.251,681.543,3203.526,21.035,289.652,604.929,1216.38
2023-01-04 14:00:00,3730.0,774.639015686274,4000.0,840.4212,3706.0,1434.109367741935,3790.0,1368.4386,118.0,350.0,660.0,1070.0,175.0,381.0,812.0,349.151,42.376,682.848,3220.361,21.294,290.764,613.225,1220.702
2023-01-04 15:00:00,2124.0,836.730401960784,2280.0,900.2175,2116.0,1409.9709,2163.0,1289.1003,69.0,204.0,385.0,624.0,102.0,222.0,473.0,347.473,42.72,679.532,3220.461,21.257,288.932,615.544,1225.004
2023-01-04 16:00:00,402.0,926.991803921569,422.0,986.2473,451.0,1414.061303225806,385.0,1219.0001,20.0,58.0,110.0,178.0,29.0,63.0,135.0,343.278,43.255,672.357,3205.917,20.929,284.935,612.596,1228.567
2023-01-04 17:00:00,1.0,951.410088235294,1.0,1004.5543,1.0,1430.531996774193,1.0,1109.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.687,43.936,662.858,3182.097,20.401,280.016,606.176,1231.023
2023-01-04 18:00:00,0.0,1006.918994117647,0.0,1053.6133,0.0,1443.228977419355,0.0,1022.6501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.062,44.702,652.953,3156.111,19.826,275.542,598.613,1232.414
2023-01-04 19:00:00,0.0,1084.590976470588,0.0,1123.0028,0.0,1440.129519354839,0.0,950.8992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.651,45.486,644.476,3134.853,19.372,272.629,592.105,1233.133
2023-01-04 20:00:00,0.0,1046.245474509804,0.0,990.4845,0.0,1438.47144516129,0.0,951.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.275,46.227,638.738,3123.16,19.181,271.855,588.12,1233.764
2023-01-04 21:00:00,0.0,1020.790776470588,0.0,930.8172,0.0,1426.472580645162,0.0,968.3214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.128,46.869,636.243,3122.575,19.328,273.112,587.016,1234.878
2023-01-04 22:00:00,0.0,1003.425839215686,0.0,942.6661,0.0,1406.419851612903,0.0,996.6502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.759,47.374,636.625,3131.041,19.799,275.661,588.001,1236.823
2023-01-04 23:00:00,0.0,926.520547058824,0.0,921.9468,0.0,1382.661929032258,0.0,1011.5003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.222,47.717,638.811,3143.602,20.492,278.356,589.413,1239.591
2023-01-05 00:00:00,0.0,1222.026317647059,0.0,1258.8236,0.0,1480.245993548387,0.0,1229.8539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.37,47.889,641.382,3154.198,21.245,279.983,589.544,1242.786
2023-01-05 01:00:00,0.0,1115.505266666667,0.0,1181.4355,0.0,1487.51175483871,0.0,1279.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.298,47.902,643.77,3161.638,21.842,280.098,586.644,1248.085
2023-01-05 02:00:00,0.0,998.173556862745,0.0,1066.784,0.0,1422.346174193548,0.0,1222.5893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.233,47.747,643.524,3152.203,22.197,277.369,579.29,1249.842
2023-01-05 03:00:00,0.0,914.030341176471,0.0,990.7365,0.0,1375.563077419355,0.0,1182.9893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.304,47.442,641.367,3130.901,22.191,272.62,568.315,1249.662
2023-01-05 04:00:00,0.0,867.575117647059,0.0,958.2544,0.0,1340.139196774194,0.0,1147.0871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.167,47.002,637.992,3101.282,21.827,266.835,555.316,1247.143
2023-01-05 05:00:00,0.0,810.782515686275,0.0,929.3644,0.0,1306.044080645161,0.0,1125.4982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.933,46.447,634.691,3069.8,21.199,261.391,542.768,1242.371
2023-01-05 06:00:00,0.0,772.61148627451,0.0,916.1219,0.0,1264.527277419355,0.0,1092.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.87,45.803,632.98,3044.186,20.466,257.704,533.425,1235.939
2023-01-05 07:00:00,114.0,745.830031372549,118.0,914.675,126.0,1211.703767741936,125.0,1054.4362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.056,45.103,634.429,3031.706,19.808,256.848,529.63,1228.832
2023-01-05 08:00:00,1250.0,658.147745098039,1293.0,798.9882,1498.0,1137.624858064516,1442.0,892.3078,27.0,81.0,152.0,247.0,40.0,88.0,187.0,319.072,44.389,639.143,3036.157,19.382,259.265,532.692,1222.213
2023-01-05 09:00:00,2756.0,588.206774509804,2833.0,712.0224,3348.0,1087.168606451613,3174.0,785.6002,78.0,231.0,435.0,708.0,115.0,251.0,535.0,323.82,43.708,647.195,3058.32,19.28,264.63,542.52,1217.167
2023-01-05 10:00:00,4249.0,548.260854901961,4154.0,658.9582,4738.0,1067.759987096774,4615.0,739.5526,126.0,373.0,703.0,1142.0,186.0,405.0,863.0,330.52,43.112,657.487,3094.587,19.504,271.919,557.594,1214.452
2023-01-05 11:00:00,4924.0,624.63988627451,4857.0,735.5166,5470.0,1082.858664516129,5333.0,828.949,157.0,468.0,881.0,1433.0,233.0,508.0,1083.0,337.887,42.65,668.258,3138.051,19.969,279.65,575.299,1214.337
2023-01-05 12:00:00,5091.0,752.592168627451,5000.0,856.3537,5600.0,1132.418012903226,5489.0,970.8377,167.0,497.0,937.0,1524.0,248.0,540.0,1152.0,344.439,42.367,677.481,3180.163,20.53,286.254,592.528,1216.564
2023-01-05 13:00:00,4835.0,929.279490196079,4809.0,1024.745,5089.0,1215.095558064516,5041.0,1164.1249,154.0,457.0,861.0,1400.0,228.0,496.0,1058.0,348.859,42.292,683.355,3213.105,21.017,290.455,606.402,1220.726
2023-01-05 14:00:00,3793.0,968.057378431373,3774.0,1019.7954,3987.0,1140.112935483871,3953.0,1071.7936,119.0,353.0,666.0,1083.0,176.0,384.0,818.0,350.322,42.437,684.734,3230.583,21.284,291.585,614.925,1225.296
2023-01-05 15:00:00,2167.0,1033.734809803922,2156.0,1055.5402,2288.0,1090.601880645161,2271.0,1083.5167,70.0,207.0,390.0,634.0,103.0,225.0,480.0,348.689,42.792,681.411,3230.891,21.251,289.727,617.398,1229.622
2023-01-05 16:00:00,424.0,1137.71058627451,432.0,1148.3995,500.0,1064.806522580645,396.0,1202.4057,20.0,60.0,114.0,185.0,30.0,66.0,140.0,344.526,43.33,674.161,3216.106,20.926,285.666,614.502,1232.995
2023-01-05 17:00:00,2.0,1048.538331372549,2.0,1165.8594,1.0,1062.157296774194,1.0,1072.5535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.947,44.002,664.54,3191.673,20.397,280.664,608.024,1235.099
2023-01-05 18:00:00,0.0,1009.050356862745,0.0,1267.6387,0.0,1081.393206451613,0.0,956.7567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.312,44.753,654.493,3164.841,19.818,276.104,600.304,1236.058
2023-01-05 19:00:00,0.0,1012.782201960784,0.0,1438.723,0.0,1119.240483870968,0.0,871.1823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.873,45.519,645.881,3142.68,19.359,273.122,593.574,1236.353
2023-01-05 20:00:00,0.0,966.722843137255,0.0,1415.2905,0.0,1095.706441935484,0.0,843.7319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.459,46.243,640.033,3130.189,19.162,272.304,589.343,1236.645
