,IT_NORD,IT_CNOR,IT_SARD,IT_CSUD,IT_SUD,IT_CALA,IT_SICI,IT
2023-01-01 00:00:00+01:00,10082.0,1754.0,820.0,4221.0,1593.0,620.0,1672.0,20762.0
2023-01-01 01:00:00+01:00,9383.0,1632.0,790.0,3915.0,1296.0,572.0,1632.0,19220.0
2023-01-01 02:00:00+01:00,8877.0,1577.0,757.0,3804.0,1183.0,555.0,1527.0,18280.0
2023-01-01 03:00:00+01:00,8580.0,1554.0,730.0,3587.0,1127.0,510.0,1465.0,17553.0
2023-01-01 04:00:00+01:00,8893.0,1528.0,717.0,3401.0,1324.0,412.0,1395.0,17670.0
2023-01-01 05:00:00+01:00,9102.0,1488.0,715.0,3381.0,1339.0,402.0,1377.0,17804.0
2023-01-01 06:00:00+01:00,9560.0,1508.0,737.0,3402.0,1394.0,387.0,1452.0,18440.0
2023-01-01 07:00:00+01:00,9940.0,1585.0,750.0,3663.0,1409.0,385.0,1450.0,19182.0
2023-01-01 08:00:00+01:00,9877.0,1608.0,795.0,3935.0,1441.0,440.0,1605.0,19701.0
2023-01-01 09:00:00+01:00,10476.0,1791.0,877.0,4132.0,1635.0,510.0,1760.0,21181.0
2023-01-01 10:00:00+01:00,10977.0,1835.0,925.0,4115.0,1757.0,507.0,1737.0,21853.0
2023-01-01 11:00:00+01:00,11460.0,1985.0,937.0,4330.0,1753.0,560.0,1782.0,22807.0
2023-01-01 12:00:00+01:00,11638.0,2027.0,880.0,4505.0,1687.0,590.0,1842.0,23169.0
2023-01-01 13:00:00+01:00,11514.0,2012.0,830.0,4367.0,1543.0,562.0,1692.0,22520.0
2023-01-01 14:00:00+01:00,11364.0,2004.0,840.0,4180.0,1401.0,472.0,1610.0,21871.0
2023-01-01 15:00:00+01:00,11399.0,1909.0,827.0,4223.0,1467.0,470.0,1622.0,21917.0
2023-01-01 16:00:00+01:00,11761.0,2049.0,822.0,4381.0,1575.0,480.0,1592.0,22660.0
2023-01-01 17:00:00+01:00,13117.0,2227.0,892.0,4859.0,1949.0,562.0,1862.0,25468.0
2023-01-01 18:00:00+01:00,13664.0,2321.0,940.0,5152.0,1852.0,582.0,1947.0,26458.0
2023-01-01 19:00:00+01:00,13848.0,2402.0,972.0,5335.0,1848.0,622.0,1985.0,27012.0
2023-01-01 20:00:00+01:00,13414.0,2373.0,975.0,5299.0,1885.0,627.0,2030.0,26603.0
2023-01-01 21:00:00+01:00,12967.0,2246.0,945.0,5100.0,1848.0,565.0,1975.0,25646.0
2023-01-01 22:00:00+01:00,12016.0,2067.0,895.0,4749.0,1674.0,537.0,1887.0,23825.0
2023-01-01 23:00:00+01:00,10990.0,1859.0,822.0,4511.0,1278.0,482.0,1767.0,21709.0
2023-01-02 00:00:00+01:00,10142.0,1673.0,752.0,3939.0,1239.0,532.0,1377.0,19654.0
2023-01-02 01:00:00+01:00,9507.0,1641.0,730.0,3594.0,1200.0,570.0,1312.0,18554.0
2023-01-02 02:00:00+01:00,9136.0,1576.0,710.0,3441.0,1119.0,447.0,1327.0,17756.0
2023-01-02 03:00:00+01:00,9084.0,1535.0,707.0,3404.0,1043.0,420.0,1275.0,17468.0
2023-01-02 04:00:00+01:00,9354.0,1487.0,710.0,3486.0,928.0,427.0,1290.0,17682.0
2023-01-02 05:00:00+01:00,9991.0,1643.0,722.0,3736.0,980.0,447.0,1352.0,18871.0
2023-01-02 06:00:00+01:00,12401.0,1961.0,795.0,4377.0,1127.0,515.0,1492.0,22668.0
2023-01-02 07:00:00+01:00,14579.0,2283.0,900.0,5046.0,1218.0,580.0,1642.0,26248.0
2023-01-02 08:00:00+01:00,16416.0,2802.0,990.0,5830.0,1418.0,807.0,2007.0,30270.0
2023-01-02 09:00:00+01:00,17425.0,3183.0,1072.0,6378.0,1720.0,882.0,2392.0,33052.0
2023-01-02 10:00:00+01:00,17854.0,3236.0,1025.0,6431.0,1752.0,805.0,2190.0,33293.0
2023-01-02 11:00:00+01:00,18245.0,3250.0,1017.0,5935.0,2043.0,740.0,2107.0,33337.0
2023-01-02 12:00:00+01:00,17417.0,3139.0,1002.0,5893.0,2109.0,765.0,2035.0,32360.0
2023-01-02 13:00:00+01:00,17606.0,3191.0,1017.0,5897.0,1997.0,810.0,1995.0,32513.0
2023-01-02 14:00:00+01:00,18164.0,3161.0,957.0,6119.0,2014.0,855.0,2097.0,33367.0
2023-01-02 15:00:00+01:00,17916.0,3222.0,1025.0,6741.0,1861.0,827.0,2150.0,33742.0
2023-01-02 16:00:00+01:00,18307.0,3223.0,1062.0,6633.0,1897.0,767.0,2205.0,34094.0
2023-01-02 17:00:00+01:00,19355.0,3161.0,1077.0,6856.0,1864.0,787.0,2145.0,35245.0
2023-01-02 18:00:00+01:00,19098.0,3085.0,1127.0,7087.0,1923.0,807.0,2207.0,35334.0
2023-01-02 19:00:00+01:00,18432.0,3095.0,1130.0,7196.0,1961.0,860.0,2235.0,34909.0
2023-01-02 20:00:00+01:00,17484.0,2910.0,1075.0,6962.0,1879.0,787.0,2200.0,33297.0
2023-01-02 21:00:00+01:00,16298.0,2663.0,1020.0,6301.0,1682.0,710.0,2090.0,30764.0
2023-01-02 22:00:00+01:00,14645.0,2401.0,932.0,5771.0,1522.0,605.0,1902.0,27778.0
2023-01-02 23:00:00+01:00,13085.0,2164.0,845.0,5138.0,1342.0,547.0,1725.0,24846.0
2023-01-03 00:00:00+01:00,11523.0,1916.0,772.0,4260.0,1418.0,512.0,1532.0,21933.0
2023-01-03 01:00:00+01:00,10878.0,1810.0,727.0,4068.0,1256.0,440.0,1397.0,20576.0
2023-01-03 02:00:00+01:00,10415.0,1769.0,707.0,3859.0,1168.0,437.0,1330.0,19685.0
2023-01-03 03:00:00+01:00,10245.0,1736.0,700.0,3783.0,1149.0,435.0,1297.0,19345.0
2023-01-03 04:00:00+01:00,10530.0,1785.0,710.0,3742.0,1001.0,450.0,1327.0,19545.0
2023-01-03 05:00:00+01:00,11495.0,1813.0,722.0,4008.0,1089.0,480.0,1405.0,21012.0
2023-01-03 06:00:00+01:00,13321.0,2117.0,787.0,4535.0,1286.0,537.0,1555.0,24138.0
2023-01-03 07:00:00+01:00,15276.0,2425.0,920.0,5135.0,1445.0,582.0,1742.0,27525.0
2023-01-03 08:00:00+01:00,16866.0,2831.0,1005.0,5760.0,1639.0,722.0,2027.0,30850.0
2023-01-03 09:00:00+01:00,17755.0,3050.0,1042.0,6141.0,1760.0,927.0,2172.0,32847.0
2023-01-03 10:00:00+01:00,17894.0,3091.0,1022.0,6443.0,1680.0,860.0,2045.0,33035.0
2023-01-03 11:00:00+01:00,17895.0,3006.0,995.0,6503.0,1789.0,790.0,1977.0,32955.0
2023-01-03 12:00:00+01:00,17747.0,2817.0,997.0,6259.0,1801.0,750.0,1822.0,32193.0
2023-01-03 13:00:00+01:00,17317.0,2718.0,935.0,5931.0,1927.0,755.0,1867.0,31450.0
2023-01-03 14:00:00+01:00,17447.0,2950.0,937.0,5990.0,1877.0,775.0,1875.0,31851.0
2023-01-03 15:00:00+01:00,17829.0,2922.0,937.0,6294.0,1789.0,785.0,1890.0,32446.0
2023-01-03 16:00:00+01:00,17543.0,2884.0,967.0,6399.0,1867.0,817.0,2047.0,32524.0
2023-01-03 17:00:00+01:00,18221.0,2956.0,1037.0,6639.0,2300.0,847.0,2322.0,34322.0
2023-01-03 18:00:00+01:00,18240.0,3130.0,1102.0,6676.0,2238.0,840.0,2337.0,34563.0
2023-01-03 19:00:00+01:00,17938.0,2996.0,1130.0,6603.0,2212.0,870.0,2435.0,34184.0
2023-01-03 20:00:00+01:00,16434.0,2815.0,1097.0,6341.0,2138.0,875.0,2380.0,32080.0
2023-01-03 21:00:00+01:00,14872.0,2554.0,1030.0,5996.0,2016.0,787.0,2175.0,29430.0
2023-01-03 22:00:00+01:00,13481.0,2293.0,935.0,5307.0,1824.0,675.0,2012.0,26527.0
2023-01-03 23:00:00+01:00,12174.0,2045.0,877.0,4730.0,1569.0,612.0,1725.0,23732.0
2023-01-04 00:00:00+01:00,11933.0,1897.0,782.0,4266.0,1446.0,507.0,1527.0,22358.0
2023-01-04 01:00:00+01:00,11337.0,1808.0,737.0,3903.0,1326.0,472.0,1387.0,20970.0
2023-01-04 02:00:00+01:00,10980.0,1760.0,712.0,3769.0,1222.0,452.0,1312.0,20207.0
2023-01-04 03:00:00+01:00,10828.0,1740.0,710.0,3719.0,1200.0,440.0,1282.0,19919.0
2023-01-04 04:00:00+01:00,10969.0,1745.0,712.0,3754.0,1237.0,450.0,1295.0,20162.0
2023-01-04 05:00:00+01:00,11666.0,1845.0,737.0,3962.0,1332.0,470.0,1355.0,21367.0
2023-01-04 06:00:00+01:00,13658.0,2111.0,820.0,4559.0,1470.0,525.0,1515.0,24658.0
2023-01-04 07:00:00+01:00,15929.0,2493.0,925.0,5233.0,1624.0,615.0,1700.0,28519.0
2023-01-04 08:00:00+01:00,17798.0,2782.0,1007.0,5786.0,1841.0,740.0,1940.0,31894.0
2023-01-04 09:00:00+01:00,18556.0,2909.0,1045.0,6046.0,2023.0,762.0,2092.0,33433.0
2023-01-04 10:00:00+01:00,18708.0,2962.0,1070.0,5932.0,2110.0,770.0,2100.0,33652.0
2023-01-04 11:00:00+01:00,18562.0,2928.0,1007.0,5933.0,2115.0,770.0,1992.0,33307.0
2023-01-04 12:00:00+01:00,17767.0,2801.0,1020.0,5822.0,2086.0,737.0,1995.0,32228.0
2023-01-04 13:00:00+01:00,17698.0,2718.0,962.0,5733.0,2062.0,735.0,2040.0,31948.0
2023-01-04 14:00:00+01:00,17836.0,2840.0,957.0,5989.0,2076.0,755.0,2020.0,32473.0
2023-01-04 15:00:00+01:00,17873.0,2897.0,965.0,6027.0,2038.0,772.0,2030.0,32602.0
2023-01-04 16:00:00+01:00,18245.0,2905.0,972.0,6162.0,2108.0,777.0,2112.0,33281.0
2023-01-04 17:00:00+01:00,18400.0,3056.0,1057.0,6544.0,2438.0,825.0,2287.0,34607.0
2023-01-04 18:00:00+01:00,18392.0,3038.0,1117.0,6641.0,2437.0,842.0,2350.0,34817.0
2023-01-04 19:00:00+01:00,17888.0,2980.0,1142.0,6636.0,2422.0,842.0,2392.0,34302.0
2023-01-04 20:00:00+01:00,16744.0,2813.0,1132.0,6374.0,2360.0,800.0,2360.0,32583.0
2023-01-04 21:00:00+01:00,15429.0,2624.0,1060.0,5919.0,2152.0,750.0,2185.0,30119.0
2023-01-04 22:00:00+01:00,13886.0,2322.0,962.0,5366.0,1920.0,667.0,1982.0,27105.0
2023-01-04 23:00:00+01:00,12588.0,2036.0,880.0,4689.0,1766.0,585.0,1735.0,24279.0
2023-01-05 00:00:00+01:00,11262.0,1761.0,777.0,4446.0,1432.0,512.0,1585.0,21775.0
2023-01-05 01:00:00+01:00,10371.0,1684.0,737.0,4166.0,1253.0,520.0,1452.0,20183.0
2023-01-05 02:00:00+01:00,9969.0,1637.0,715.0,4005.0,1200.0,537.0,1382.0,19445.0
2023-01-05 03:00:00+01:00,9985.0,1642.0,705.0,3871.0,1208.0,550.0,1345.0,19306.0
2023-01-05 04:00:00+01:00,10214.0,1630.0,705.0,3809.0,1196.0,515.0,1357.0,19426.0
2023-01-05 05:00:00+01:00,11025.0,1700.0,740.0,3990.0,1371.0,555.0,1410.0,20791.0
2023-01-05 06:00:00+01:00,13236.0,1976.0,832.0,4535.0,1539.0,565.0,1552.0,24235.0
2023-01-05 07:00:00+01:00,15157.0,2350.0,930.0,5139.0,1667.0,625.0,1727.0,27595.0
2023-01-05 08:00:00+01:00,17381.0,2815.0,1035.0,5659.0,1963.0,767.0,2015.0,31635.0
2023-01-05 09:00:00+01:00,17979.0,2972.0,1085.0,5912.0,2141.0,782.0,2155.0,33026.0
2023-01-05 10:00:00+01:00,17617.0,2976.0,1080.0,5961.0,2170.0,782.0,2015.0,32601.0
2023-01-05 11:00:00+01:00,17021.0,3048.0,1090.0,5961.0,2217.0,772.0,1805.0,31914.0
2023-01-05 12:00:00+01:00,16451.0,2979.0,1082.0,5903.0,2181.0,820.0,2022.0,31438.0
2023-01-05 13:00:00+01:00,16126.0,2825.0,1017.0,5748.0,1741.0,782.0,1920.0,30159.0
2023-01-05 14:00:00+01:00,16484.0,2874.0,1035.0,5821.0,1733.0,817.0,2102.0,30866.0
2023-01-05 15:00:00+01:00,17024.0,2805.0,982.0,5816.0,1875.0,767.0,2145.0,31414.0
2023-01-05 16:00:00+01:00,17648.0,2814.0,1000.0,6069.0,2083.0,690.0,2120.0,32424.0
2023-01-05 17:00:00+01:00,18915.0,2979.0,1097.0,6518.0,2325.0,780.0,2307.0,34921.0
2023-01-05 18:00:00+01:00,18851.0,2963.0,1142.0,6547.0,2433.0,777.0,2340.0,35053.0
2023-01-05 19:00:00+01:00,18292.0,2962.0,1155.0,6591.0,2431.0,787.0,2377.0,34595.0
2023-01-05 20:00:00+01:00,17135.0,2767.0,1142.0,6327.0,2363.0,785.0,2320.0,32839.0
2023-01-05 21:00:00+01:00,15783.0,2507.0,1060.0,5646.0,2072.0,750.0,2175.0,29993.0
2023-01-05 22:00:00+01:00,14220.0,2290.0,1007.0,5107.0,1945.0,710.0,1960.0,27239.0
2023-01-05 23:00:00+01:00,12939.0,2055.0,900.0,4688.0,1718.0,642.0,1775.0,24717.0
2023-01-06 00:00:00+01:00,12108.0,1861.0,792.0,4102.0,1643.0,487.0,1535.0,22528.0
2023-01-06 01:00:00+01:00,11253.0,1736.0,737.0,3846.0,1408.0,457.0,1452.0,20889.0
2023-01-06 02:00:00+01:00,10795.0,1687.0,697.0,3707.0,1328.0,420.0,1380.0,20014.0
2023-01-06 03:00:00+01:00,10450.0,1686.0,682.0,3606.0,1223.0,367.0,1310.0,19324.0
2023-01-06 04:00:00+01:00,10473.0,1659.0,692.0,3614.0,1220.0,397.0,1327.0,19382.0
2023-01-06 05:00:00+01:00,11057.0,1712.0,712.0,3650.0,1264.0,397.0,1347.0,20139.0
2023-01-06 06:00:00+01:00,11787.0,1812.0,752.0,3997.0,1304.0,417.0,1447.0,21516.0
2023-01-06 07:00:00+01:00,12607.0,1953.0,830.0,4191.0,1300.0,462.0,1492.0,22835.0
2023-01-06 08:00:00+01:00,12792.0,2056.0,912.0,4490.0,1435.0,557.0,1630.0,23872.0
2023-01-06 09:00:00+01:00,13211.0,2250.0,1002.0,4925.0,1607.0,640.0,1937.0,25572.0
2023-01-06 10:00:00+01:00,13554.0,2315.0,990.0,4995.0,1777.0,677.0,1827.0,26135.0
2023-01-06 11:00:00+01:00,13679.0,2242.0,930.0,5035.0,1753.0,655.0,1895.0,26189.0
2023-01-06 12:00:00+01:00,13510.0,2036.0,947.0,5109.0,1751.0,630.0,1907.0,25890.0
2023-01-06 13:00:00+01:00,12756.0,1922.0,927.0,5008.0,1506.0,535.0,1815.0,24469.0
2023-01-06 14:00:00+01:00,12338.0,1938.0,945.0,4752.0,1500.0,600.0,1842.0,23915.0
2023-01-06 15:00:00+01:00,12476.0,2010.0,965.0,4847.0,1504.0,615.0,1900.0,24317.0
2023-01-06 16:00:00+01:00,12763.0,2137.0,940.0,5048.0,1541.0,562.0,1870.0,24861.0
2023-01-06 17:00:00+01:00,14274.0,2274.0,995.0,5333.0,1827.0,607.0,2047.0,27357.0
2023-01-06 18:00:00+01:00,15434.0,2425.0,1077.0,5493.0,1933.0,605.0,2120.0,29087.0
2023-01-06 19:00:00+01:00,15773.0,2527.0,1107.0,5599.0,1980.0,637.0,2215.0,29838.0
2023-01-06 20:00:00+01:00,15302.0,2505.0,1112.0,5528.0,1958.0,637.0,2267.0,29309.0
2023-01-06 21:00:00+01:00,14112.0,2351.0,1062.0,5262.0,1887.0,690.0,2195.0,27559.0
2023-01-06 22:00:00+01:00,13039.0,2161.0,972.0,4836.0,1770.0,675.0,2095.0,25548.0
2023-01-06 23:00:00+01:00,12168.0,1996.0,897.0,4383.0,1567.0,627.0,1870.0,23508.0
2023-01-07 00:00:00+01:00,11179.0,1801.0,790.0,4350.0,1237.0,450.0,1672.0,21479.0
2023-01-07 01:00:00+01:00,10560.0,1691.0,737.0,4021.0,1101.0,417.0,1505.0,20032.0
2023-01-07 02:00:00+01:00,10095.0,1612.0,730.0,3761.0,1023.0,395.0,1397.0,19013.0
2023-01-07 03:00:00+01:00,9972.0,1566.0,712.0,3619.0,1074.0,395.0,1352.0,18690.0
2023-01-07 04:00:00+01:00,10313.0,1548.0,712.0,3705.0,1075.0,385.0,1345.0,19083.0
2023-01-07 05:00:00+01:00,10993.0,1589.0,735.0,3888.0,1198.0,407.0,1387.0,20197.0
2023-01-07 06:00:00+01:00,12282.0,1802.0,800.0,4275.0,1345.0,457.0,1527.0,22488.0
2023-01-07 07:00:00+01:00,13484.0,1984.0,882.0,4626.0,1507.0,482.0,1635.0,24600.0
2023-01-07 08:00:00+01:00,14285.0,2076.0,960.0,4964.0,1713.0,595.0,1940.0,26533.0
2023-01-07 09:00:00+01:00,14942.0,2051.0,1017.0,5050.0,1958.0,702.0,2232.0,27952.0
2023-01-07 10:00:00+01:00,15192.0,1939.0,1077.0,5005.0,1917.0,635.0,2115.0,27880.0
2023-01-07 11:00:00+01:00,15156.0,1906.0,1115.0,4980.0,2099.0,635.0,1955.0,27846.0
2023-01-07 12:00:00+01:00,14819.0,1915.0,1080.0,5160.0,2164.0,602.0,1897.0,27637.0
2023-01-07 13:00:00+01:00,14552.0,1877.0,1060.0,5019.0,2258.0,662.0,1975.0,27403.0
2023-01-07 14:00:00+01:00,14826.0,1922.0,1030.0,5051.0,1857.0,700.0,2115.0,27501.0
2023-01-07 15:00:00+01:00,15026.0,2039.0,1040.0,5309.0,1710.0,685.0,2057.0,27866.0
2023-01-07 16:00:00+01:00,15448.0,2181.0,980.0,5651.0,1683.0,647.0,1935.0,28525.0
2023-01-07 17:00:00+01:00,16545.0,2501.0,1067.0,6108.0,2268.0,722.0,2177.0,31388.0
2023-01-07 18:00:00+01:00,17108.0,2588.0,1157.0,6291.0,2172.0,710.0,2347.0,32373.0
2023-01-07 19:00:00+01:00,16940.0,2642.0,1180.0,6333.0,2169.0,742.0,2447.0,32453.0
2023-01-07 20:00:00+01:00,15932.0,2527.0,1172.0,6074.0,2130.0,740.0,2485.0,31060.0
2023-01-07 21:00:00+01:00,14700.0,2314.0,1105.0,5620.0,1950.0,737.0,2320.0,28746.0
2023-01-07 22:00:00+01:00,13599.0,2107.0,1025.0,5101.0,1836.0,740.0,2165.0,26573.0
2023-01-07 23:00:00+01:00,12537.0,1884.0,945.0,4678.0,1599.0,685.0,1940.0,24268.0
2023-01-08 00:00:00+01:00,11787.0,1746.0,790.0,4424.0,1347.0,492.0,1635.0,22221.0
2023-01-08 01:00:00+01:00,10431.0,1603.0,730.0,3950.0,1252.0,452.0,1507.0,19925.0
2023-01-08 02:00:00+01:00,10135.0,1498.0,705.0,3698.0,1221.0,402.0,1337.0,18996.0
2023-01-08 03:00:00+01:00,9746.0,1498.0,690.0,3637.0,1127.0,397.0,1360.0,18455.0
2023-01-08 04:00:00+01:00,9743.0,1452.0,700.0,3596.0,1186.0,402.0,1367.0,18446.0
2023-01-08 05:00:00+01:00,10163.0,1499.0,710.0,3659.0,1237.0,412.0,1405.0,19085.0
2023-01-08 06:00:00+01:00,11006.0,1568.0,755.0,3940.0,1276.0,442.0,1457.0,20444.0
2023-01-08 07:00:00+01:00,11550.0,1638.0,792.0,4089.0,1336.0,440.0,1512.0,21357.0
2023-01-08 08:00:00+01:00,12268.0,1781.0,837.0,4419.0,1416.0,515.0,1790.0,23026.0
2023-01-08 09:00:00+01:00,13214.0,1949.0,950.0,4707.0,1488.0,562.0,2017.0,24887.0
2023-01-08 10:00:00+01:00,13646.0,2078.0,972.0,4924.0,1558.0,572.0,1962.0,25712.0
2023-01-08 11:00:00+01:00,14207.0,2130.0,915.0,4954.0,1613.0,522.0,1830.0,26171.0
2023-01-08 12:00:00+01:00,14399.0,2209.0,945.0,5033.0,1837.0,580.0,1850.0,26853.0
2023-01-08 13:00:00+01:00,13813.0,2120.0,892.0,4970.0,1634.0,547.0,1887.0,25863.0
2023-01-08 14:00:00+01:00,13739.0,2285.0,865.0,5083.0,1672.0,590.0,1847.0,26081.0
2023-01-08 15:00:00+01:00,13788.0,2241.0,887.0,5144.0,1418.0,620.0,1882.0,25980.0
2023-01-08 16:00:00+01:00,13997.0,2334.0,910.0,5338.0,1373.0,575.0,1822.0,26349.0
2023-01-08 17:00:00+01:00,15350.0,2306.0,975.0,5564.0,2061.0,665.0,2012.0,28933.0
2023-01-08 18:00:00+01:00,16008.0,2424.0,1032.0,5597.0,2277.0,720.0,2115.0,30173.0
2023-01-08 19:00:00+01:00,16212.0,2527.0,1072.0,5816.0,2255.0,722.0,2180.0,30784.0
2023-01-08 20:00:00+01:00,15452.0,2484.0,1067.0,5821.0,2172.0,707.0,2217.0,29920.0
2023-01-08 21:00:00+01:00,14713.0,2290.0,1010.0,5386.0,2145.0,667.0,2132.0,28343.0
2023-01-08 22:00:00+01:00,13477.0,2062.0,930.0,4936.0,1981.0,620.0,1957.0,25963.0
2023-01-08 23:00:00+01:00,12274.0,1781.0,847.0,4584.0,1552.0,542.0,1757.0,23337.0
2023-01-09 00:00:00+01:00,11199.0,1752.0,750.0,4078.0,1435.0,485.0,1500.0,21199.0
2023-01-09 01:00:00+01:00,10657.0,1675.0,715.0,3711.0,1348.0,440.0,1360.0,19906.0
2023-01-09 02:00:00+01:00,10367.0,1652.0,695.0,3572.0,1330.0,425.0,1300.0,19341.0
2023-01-09 03:00:00+01:00,10216.0,1646.0,670.0,3532.0,1313.0,400.0,1277.0,19054.0
2023-01-09 04:00:00+01:00,10499.0,1670.0,672.0,3570.0,1310.0,400.0,1280.0,19401.0
2023-01-09 05:00:00+01:00,11825.0,1782.0,717.0,3865.0,1385.0,450.0,1345.0,21369.0
2023-01-09 06:00:00+01:00,15637.0,2152.0,805.0,4551.0,1542.0,497.0,1535.0,26719.0
2023-01-09 07:00:00+01:00,19800.0,2686.0,957.0,5447.0,1840.0,602.0,1767.0,33099.0
2023-01-09 08:00:00+01:00,22945.0,3180.0,1022.0,5935.0,2105.0,762.0,2027.0,37976.0
2023-01-09 09:00:00+01:00,24256.0,3395.0,1082.0,6315.0,2281.0,797.0,2132.0,40258.0
2023-01-09 10:00:00+01:00,24308.0,3524.0,1065.0,6398.0,2239.0,775.0,2025.0,40334.0
2023-01-09 11:00:00+01:00,24100.0,3541.0,1037.0,6393.0,2217.0,752.0,1975.0,40015.0
2023-01-09 12:00:00+01:00,22894.0,3409.0,1037.0,6407.0,2184.0,740.0,1990.0,38661.0
2023-01-09 13:00:00+01:00,23261.0,3406.0,1040.0,6314.0,2237.0,757.0,1990.0,39005.0
2023-01-09 14:00:00+01:00,23576.0,3434.0,1047.0,6467.0,2224.0,755.0,2047.0,39550.0
2023-01-09 15:00:00+01:00,23864.0,3327.0,1037.0,6607.0,2198.0,757.0,2100.0,39890.0
2023-01-09 16:00:00+01:00,24354.0,3462.0,1067.0,6809.0,2292.0,780.0,2155.0,40919.0
2023-01-09 17:00:00+01:00,24376.0,3570.0,1120.0,7107.0,2418.0,825.0,2295.0,41711.0
2023-01-09 18:00:00+01:00,23916.0,3532.0,1185.0,7264.0,2471.0,847.0,2377.0,41592.0
2023-01-09 19:00:00+01:00,22841.0,3454.0,1212.0,7265.0,2461.0,870.0,2442.0,40545.0
2023-01-09 20:00:00+01:00,20859.0,3116.0,1197.0,6946.0,2356.0,830.0,2430.0,37734.0
2023-01-09 21:00:00+01:00,18921.0,2753.0,1085.0,6381.0,2196.0,770.0,2285.0,34391.0
2023-01-09 22:00:00+01:00,16694.0,2445.0,977.0,5627.0,1985.0,657.0,2045.0,30430.0
2023-01-09 23:00:00+01:00,15363.0,2205.0,877.0,4947.0,1751.0,577.0,1787.0,27507.0
2023-01-10 00:00:00+01:00,14514.0,2241.0,775.0,5137.0,1124.0,585.0,1590.0,25966.0
2023-01-10 01:00:00+01:00,13653.0,2153.0,762.0,4772.0,1067.0,500.0,1462.0,24369.0
2023-01-10 02:00:00+01:00,13344.0,2073.0,755.0,4543.0,987.0,475.0,1390.0,23567.0
2023-01-10 03:00:00+01:00,13175.0,2052.0,752.0,4481.0,983.0,477.0,1367.0,23287.0
2023-01-10 04:00:00+01:00,13394.0,2064.0,755.0,4440.0,1053.0,485.0,1367.0,23558.0
2023-01-10 05:00:00+01:00,14690.0,2146.0,795.0,4686.0,1125.0,562.0,1437.0,25441.0
2023-01-10 06:00:00+01:00,18006.0,2571.0,917.0,5396.0,1395.0,642.0,1672.0,30599.0
2023-01-10 07:00:00+01:00,21685.0,3064.0,1085.0,6250.0,1777.0,722.0,1977.0,36560.0
2023-01-10 08:00:00+01:00,24382.0,3550.0,1152.0,6871.0,2046.0,820.0,2120.0,40941.0
2023-01-10 09:00:00+01:00,24923.0,3702.0,1150.0,7329.0,2110.0,932.0,2125.0,42271.0
2023-01-10 10:00:00+01:00,24415.0,3739.0,1162.0,7421.0,2103.0,902.0,2090.0,41832.0
2023-01-10 11:00:00+01:00,23865.0,3634.0,1152.0,7423.0,2150.0,917.0,2012.0,41153.0
2023-01-10 12:00:00+01:00,22536.0,3400.0,1102.0,7359.0,2174.0,832.0,1960.0,39363.0
2023-01-10 13:00:00+01:00,22629.0,3251.0,1020.0,6861.0,2151.0,770.0,1887.0,38569.0
2023-01-10 14:00:00+01:00,23335.0,3289.0,997.0,7002.0,2140.0,750.0,1997.0,39510.0
2023-01-10 15:00:00+01:00,23340.0,3775.0,1075.0,7138.0,2081.0,822.0,2135.0,40366.0
2023-01-10 16:00:00+01:00,23931.0,3741.0,1072.0,7234.0,2005.0,782.0,2112.0,40877.0
2023-01-10 17:00:00+01:00,24546.0,3786.0,1162.0,7589.0,2185.0,850.0,2337.0,42455.0
2023-01-10 18:00:00+01:00,23842.0,3687.0,1217.0,7658.0,2292.0,805.0,2467.0,41968.0
2023-01-10 19:00:00+01:00,23081.0,3573.0,1235.0,7700.0,2230.0,820.0,2547.0,41186.0
2023-01-10 20:00:00+01:00,21641.0,3329.0,1217.0,7358.0,2123.0,780.0,2515.0,38963.0
2023-01-10 21:00:00+01:00,20210.0,3086.0,1155.0,6975.0,1905.0,702.0,2362.0,36395.0
2023-01-10 22:00:00+01:00,17935.0,2803.0,1070.0,6518.0,1607.0,627.0,2152.0,32712.0
2023-01-10 23:00:00+01:00,16374.0,2568.0,970.0,5865.0,1241.0,597.0,1855.0,29470.0
2023-01-11 00:00:00+01:00,14854.0,2303.0,802.0,4875.0,1324.0,557.0,1582.0,26297.0
2023-01-11 01:00:00+01:00,14135.0,2155.0,737.0,4529.0,1164.0,547.0,1447.0,24714.0
2023-01-11 02:00:00+01:00,13761.0,2132.0,715.0,4307.0,1083.0,532.0,1382.0,23912.0
2023-01-11 03:00:00+01:00,13698.0,2158.0,712.0,4171.0,1142.0,527.0,1365.0,23773.0
2023-01-11 04:00:00+01:00,13806.0,2159.0,722.0,4182.0,1211.0,567.0,1370.0,24017.0
2023-01-11 05:00:00+01:00,14798.0,2284.0,747.0,4442.0,1296.0,587.0,1442.0,25596.0
2023-01-11 06:00:00+01:00,18378.0,2726.0,870.0,5430.0,1354.0,672.0,1655.0,31085.0
2023-01-11 07:00:00+01:00,22219.0,3288.0,1037.0,6292.0,1697.0,770.0,1935.0,37238.0
2023-01-11 08:00:00+01:00,24510.0,3852.0,1095.0,6805.0,1917.0,862.0,2112.0,41153.0
2023-01-11 09:00:00+01:00,24361.0,4132.0,1125.0,7386.0,2107.0,832.0,2150.0,42093.0
2023-01-11 10:00:00+01:00,23589.0,4112.0,1067.0,7456.0,1901.0,802.0,2155.0,41082.0
